,0
tp_samples,15.945252352437981
fp_samples,0.8982035928143712
fn_samples,3.151411462788708
precision,0.876295071718119
recall,0.7303491588781159
f1_score,0.7928331158124526
tp_absolute_error_s,0.052296862495547804
tp_relative_error,0.07765741126097696
combined__tp_samples,18640.0
combined__fp_samples,1050.0
combined__fn_samples,3684.0
combined__precision,0.94667343829355
combined__recall,0.8349758107865974
combined__f1_score,0.8873232731946493
combined__tp_absolute_error_s,0.06008959227467812
combined__tp_relative_error,45.44533446178397
