fold,label,recall
0,identity,0.9288108854269375
0,pa_normal__rot_pa_pos90,0.9238808913429304
0,pa_normal__rot_pa_180,0.9238808913429304
0,pa_normal__rot_pa_neg90,0.9238808913429304
0,pa_flipped__rot_pa_0,0.9286136856635772
0,pa_flipped__rot_pa_pos90,0.9286136856635772
0,pa_flipped__rot_pa_180,0.9286136856635772
0,pa_flipped__rot_pa_neg90,0.9286136856635772
